GT	ChatGPT-3.5	ChatGPT-4	Gemini-1.5	LLAMA3-70B	LLAMA3-8B
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-668	CWE-400	CWE-400	CWE-405	CWE-404	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-476	CWE-476	CWE-20	CWE-91	CWE-476	CWE-476
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-122
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-732	CWE-269	CWE-269	CWE-269	CWE-269	CWE-269
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-502	CWE-502	CWE-502	CWE-502	CWE-20	CWE-20
CWE-119	CWE-824	CWE-822	CWE-476	CWE-824	CWE-476
CWE-369	CWE-369	CWE-369	CWE-369	CWE-369	CWE-369
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-119	CWE-416	CWE-822	CWE-476	CWE-824	CWE-476
CWE-787	CWE-119	CWE-119	CWE-119	CWE-416	CWE-119
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-287	CWE-287	CWE-287	CWE-284	CWE-306	CWE-306
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-863	CWE-330	CWE-305	CWE-287	CWE-306	CWE-287
CWE-862	CWE-285	CWE-284	CWE-78	CWE-379	CWE-732
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-476	CWE-20	CWE-476	CWE-20	CWE-824	CWE-476
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-125	CWE-126	CWE-125	CWE-125	CWE-126	CWE-120
CWE-200	CWE-312	CWE-256	CWE-506	CWE-798	CWE-259
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-259
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-367	CWE-367	CWE-367	CWE-367	CWE-367	CWE-676
CWE-428	CWE-428	CWE-428	CWE-428	CWE-428	CWE-427
CWE-79	CWE-79	CWE-79	CWE-79	CWE-918	CWE-94
CWE-787	CWE-119	CWE-120	CWE-120	CWE-120	CWE-119
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-125	CWE-126	CWE-125	CWE-126	CWE-125	CWE-119
CWE-787	CWE-122	CWE-122	CWE-120	CWE-122	CWE-119
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-426	CWE-426	CWE-426	CWE-426	CWE-427	CWE-22
CWE-787	CWE-787	CWE-119	CWE-120	CWE-122	CWE-120
CWE-704	CWE-843	CWE-843	CWE-704	CWE-843	CWE-476
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-312	CWE-311	CWE-312	CWE-311	CWE-312	CWE-312
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-824	CWE-125	CWE-129	CWE-125	CWE-125	CWE-125
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-281	CWE-285	CWE-264	CWE-285	CWE-264	CWE-269
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-287	CWE-287	CWE-285	CWE-287	CWE-287	CWE-287
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-77	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-77	CWE-78	CWE-77	CWE-77	CWE-77	CWE-78
CWE-78	CWE-78	CWE-78	CWE-77	CWE-78	CWE-78
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-610	CWE-22	CWE-22	CWE-22	CWE-22	CWE-22
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-20	CWE-78	CWE-77	CWE-77	CWE-20	CWE-78
CWE-200	CWE-200	CWE-200	CWE-532	CWE-204	CWE-532
CWE-644	CWE-601	CWE-290	CWE-444	CWE-20	CWE-20
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-200	CWE-598	CWE-598	CWE-200	CWE-598	CWE-200
CWE-400	CWE-400	CWE-1333	CWE-400	CWE-400	CWE-400
CWE-326	CWE-327	CWE-327	CWE-327	CWE-326	CWE-327
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-787	CWE-119	CWE-787	CWE-122	CWE-787	CWE-787
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-295	CWE-295	CWE-297	CWE-297	CWE-295	CWE-295
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-119
CWE-59	CWE-61	CWE-59	CWE-59	CWE-362	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-427	CWE-427	CWE-427	CWE-427	CWE-427	CWE-426
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-22	CWE-434	CWE-22	CWE-22	CWE-22	CWE-22
CWE-617	CWE-476	CWE-617	CWE-617	CWE-476	CWE-400
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-119
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-434	CWE-79	CWE-434	CWE-434	CWE-434	CWE-78
CWE-59	CWE-59	CWE-59	CWE-664	CWE-362	CWE-22
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-20	CWE-285	CWE-20	CWE-20	CWE-20	CWE-20
CWE-347	CWE-347	CWE-347	CWE-347	CWE-321	CWE-347
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-79	CWE-601	CWE-601	CWE-601	CWE-601	CWE-601
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-787	CWE-119	CWE-119	CWE-119	CWE-119	CWE-119
CWE-427	CWE-427	CWE-427	CWE-426	CWE-427	CWE-426
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-119	CWE-119	CWE-119	CWE-416	CWE-119
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-346	CWE-942	CWE-942	CWE-352	CWE-942	CWE-601
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-190	CWE-190	CWE-190	CWE-190	CWE-190	CWE-190
CWE-434	CWE-78	CWE-78	CWE-77	CWE-94	CWE-78
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-78
CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-119
CWE-203	CWE-200	CWE-200	CWE-200	CWE-200	CWE-200
CWE-770	CWE-789	CWE-400	CWE-789	CWE-789	CWE-119
CWE-787	CWE-122	CWE-122	CWE-122	CWE-122	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-755	CWE-209	CWE-209	CWE-209	CWE-209	CWE-200
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-770	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-611	CWE-611	CWE-611	CWE-611	CWE-611	CWE-93
CWE-94	CWE-494	CWE-94	CWE-94	CWE-94	CWE-764
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-120	CWE-119	CWE-120	CWE-120	CWE-120	CWE-120
CWE-787	CWE-121	CWE-121	CWE-120	CWE-121	CWE-119
CWE-863	CWE-285	CWE-284	CWE-284	CWE-284	CWE-284
CWE-613	CWE-330	CWE-613	CWE-384	CWE-620	CWE-287
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-787
CWE-601	CWE-601	CWE-601	CWE-601	CWE-601	CWE-601
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-459	CWE-657	CWE-452	CWE-276	CWE-922	CWE-798
CWE-401	CWE-400	CWE-401	CWE-419	CWE-401	CWE-400
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-287	CWE-285	CWE-285	CWE-20	CWE-264	CWE-306
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-200	CWE-200	CWE-532	CWE-532	CWE-209	CWE-532
CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918
CWE-754	CWE-754	CWE-754	CWE-754	CWE-703	CWE-787
CWE-502	CWE-502	CWE-502	CWE-502	CWE-502	CWE-502
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-78	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-119	CWE-119	CWE-119	CWE-120	CWE-122	CWE-119
CWE-787	CWE-122	CWE-122	CWE-787	CWE-122	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-787	CWE-119	CWE-119	CWE-787	CWE-416	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-401	CWE-200	CWE-200	CWE-1321	CWE-401	CWE-532
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-822
CWE-732	CWE-1004	CWE-1004	CWE-539	CWE-1004	CWE-601
CWE-79	CWE-79	CWE-79	CWE-77	CWE-79	CWE-601
CWE-434	CWE-434	CWE-434	CWE-434	CWE-434	CWE-434
CWE-787	CWE-119	CWE-119	CWE-787	CWE-20	CWE-20
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-20	CWE-78	CWE-78	CWE-78	CWE-78	CWE-78
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-918	CWE-918	CWE-918	CWE-918	CWE-918	CWE-918
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-269	CWE-269	CWE-269	CWE-269	CWE-250	CWE-284
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-74	CWE-918	CWE-1236	CWE-77	CWE-1230	CWE-20
CWE-787	CWE-787	CWE-787	CWE-787	CWE-787	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-20	CWE-347	CWE-345	CWE-20	CWE-20	CWE-20
CWE-787	CWE-119	CWE-787	CWE-20	CWE-20	CWE-20
CWE-78	CWE-78	CWE-77	CWE-77	CWE-78	CWE-94
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-20
CWE-1236	CWE-94	CWE-1236	CWE-78	CWE-94	CWE-94
CWE-306	CWE-287	CWE-287	CWE-306	CWE-287	CWE-306
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-77	CWE-78	CWE-77	CWE-77	CWE-78	CWE-78
CWE-787	CWE-190	CWE-119	CWE-120	CWE-120	CWE-120
CWE-352	CWE-352	CWE-352	CWE-352	CWE-352	CWE-352
CWE-59	CWE-362	CWE-363	CWE-362	CWE-362	CWE-362
CWE-191	CWE-191	CWE-191	CWE-191	CWE-191	CWE-190
CWE-287	CWE-693	CWE-284	CWE-256	CWE-306	CWE-287
CWE-787	CWE-121	CWE-121	CWE-787	CWE-121	CWE-120
CWE-459	CWE-310	CWE-244	CWE-212	CWE-244	CWE-532
CWE-1021	CWE-918	CWE-451	CWE-451	CWE-1021	CWE-601
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-190	CWE-119	CWE-119	CWE-120	CWE-119	CWE-119
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-80
CWE-345	CWE-347	CWE-347	CWE-327	CWE-358	CWE-345
CWE-1021	CWE-829	CWE-1021	CWE-346	CWE-353	CWE-248
CWE-306	CWE-778	CWE-770	CWE-400	CWE-918	CWE-20
CWE-416	CWE-416	CWE-416	CWE-416	CWE-416	CWE-416
CWE-20	CWE-20	CWE-20	CWE-20	CWE-20	CWE-20
CWE-190	CWE-190	CWE-190	CWE-16	CWE-190	CWE-190
CWE-119	CWE-824	CWE-822	CWE-476	CWE-824	CWE-476
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-20
CWE-862	CWE-285	CWE-285	CWE-862	CWE-284	CWE-285
CWE-22	CWE-22	CWE-22	CWE-22	CWE-23	CWE-22
CWE-787	CWE-121	CWE-121	CWE-121	CWE-121	CWE-120
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-79
CWE-306	CWE-287	CWE-287	CWE-287	CWE-287	CWE-306
CWE-89	CWE-89	CWE-89	CWE-89	CWE-89	CWE-89
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-74	CWE-400	CWE-400	CWE-400	CWE-400	CWE-400
CWE-125	CWE-125	CWE-125	CWE-125	CWE-125	CWE-125
CWE-476	CWE-476	CWE-476	CWE-476	CWE-476	CWE-476
CWE-532	CWE-200	CWE-532	CWE-200	CWE-203	CWE-200
CWE-287	CWE-287	CWE-290	CWE-287	CWE-287	CWE-287
CWE-79	CWE-79	CWE-79	CWE-79	CWE-79	CWE-20
CWE-79	CWE-79	CWE-79	CWE-79	CWE-352	CWE-79
